Protocol,Port,Domain,Request Status,Screenshot Path, Source Path
https,443,m6h-9.dau.mil,Successful,/home/jaleeljustin643/gopath/bin/DOD-Recon/EyeWitness/Python/2021-05-09_164727/screens/https.m6h-9.dau.mil.png,/home/jaleeljustin643/gopath/bin/DOD-Recon/EyeWitness/Python/2021-05-09_164727/source/https.m6h-9.dau.mil.txt
